"lsoa11cd","lsoa11nm","BP_PRE_1900","BP_1900_1918","BP_1919_1929","BP_1930_1939","BP_1945_1954","BP_1955_1964","BP_1965_1972","BP_1973_1982","BP_1983_1992","BP_1993_1999","BP_2000_2009","BP_2010_2015","BP_UNKNOWN","ALL_PROPERTIES","MODE1_VAL","MODE1_TYPE","MODE1_PC","MODE2_VAL","MODE2_TYPE","MODE2_PC","MODE2_MODE1_RATIO"
"E01003151","Lambeth 026E",130,10,10,330,160,10,40,60,40,10,10,10,1,830,330,"BP_1930_1939",0.4,160,"BP_1945_1954",0.19,0.48
"E01003152","Lambeth 027E",330,70,10,200,10,40,0,10,40,1,20,10,1,740,330,"BP_PRE_1900",0.45,200,"BP_1930_1939",0.27,0.61
"E01003153","Lambeth 029D",110,1,370,250,30,20,0,20,20,0,110,10,10,940,370,"BP_1919_1929",0.39,250,"BP_1930_1939",0.27,0.68
"E01003154","Lambeth 030E",20,50,30,90,10,80,50,30,370,30,60,10,50,870,370,"BP_1983_1992",0.43,90,"BP_1930_1939",0.1,0.24
"E01003155","Lambeth 029E",380,10,1,270,20,1,1,1,50,10,20,10,10,760,380,"BP_PRE_1900",0.5,270,"BP_1930_1939",0.36,0.71
"E01003156","Lambeth 023B",420,60,10,1,130,50,20,0,0,0,0,1,10,690,420,"BP_PRE_1900",0.61,130,"BP_1945_1954",0.19,0.31
"E01003157","Lambeth 023C",410,60,1,10,0,1,0,0,60,10,40,0,10,600,410,"BP_PRE_1900",0.68,60,"BP_1983_1992",0.1,0.15
"E01003158","Lambeth 023D",640,20,0,10,1,70,0,0,0,20,10,10,10,790,640,"BP_PRE_1900",0.81,70,"BP_1955_1964",0.09,0.11
"E01003159","Lambeth 022C",1,0,1,190,120,230,40,30,30,0,70,80,1,790,230,"BP_1955_1964",0.29,190,"BP_1930_1939",0.24,0.83
"E01003160","Lambeth 022D",0,1,40,70,410,30,0,0,0,0,60,120,0,730,410,"BP_1945_1954",0.56,120,"BP_2010_2015",0.16,0.29
"E01003161","Lambeth 023E",230,70,40,10,60,10,40,10,30,1,10,1,1,510,230,"BP_PRE_1900",0.45,70,"BP_1900_1918",0.14,0.3
"E01003162","Lambeth 022E",0,0,1,600,50,130,40,40,0,0,0,0,1,860,600,"BP_1930_1939",0.7,130,"BP_1955_1964",0.15,0.22
"E01003163","Lambeth 023F",30,10,60,220,130,20,70,0,70,10,20,0,1,630,220,"BP_1930_1939",0.35,130,"BP_1945_1954",0.21,0.59
"E01003164","Lambeth 025A",730,10,20,30,10,10,20,60,10,10,30,10,40,990,730,"BP_PRE_1900",0.74,60,"BP_1973_1982",0.06,0.08
"E01003165","Lambeth 025B",340,0,0,1,10,290,10,1,20,40,20,0,1,730,340,"BP_PRE_1900",0.47,290,"BP_1955_1964",0.4,0.85
"E01003166","Lambeth 028D",660,30,10,100,10,20,70,10,10,20,140,0,20,1090,660,"BP_PRE_1900",0.61,140,"BP_2000_2009",0.13,0.21
"E01003167","Lambeth 028E",410,40,40,100,30,60,10,10,10,10,20,10,10,730,410,"BP_PRE_1900",0.56,100,"BP_1930_1939",0.14,0.24
"E01003168","Lambeth 025C",270,30,0,0,0,0,10,320,0,0,20,0,10,650,320,"BP_1973_1982",0.49,270,"BP_PRE_1900",0.42,0.84
"E01003169","Lambeth 025D",730,20,10,20,10,40,10,80,20,20,80,0,20,1050,730,"BP_PRE_1900",0.7,80,"BP_2000_2009",0.08,0.11
"E01003170","Lambeth 025E",310,10,40,40,1,10,190,70,90,0,30,1,0,800,310,"BP_PRE_1900",0.39,190,"BP_1965_1972",0.24,0.61
"E01003171","Lambeth 020B",560,10,0,150,10,60,40,0,0,0,10,0,10,840,560,"BP_PRE_1900",0.67,150,"BP_1930_1939",0.18,0.27
"E01003172","Lambeth 024B",10,0,0,200,10,100,1,310,0,0,230,20,0,870,310,"BP_1973_1982",0.36,230,"BP_2000_2009",0.26,0.74
"E01003173","Lambeth 020C",380,30,190,1,1,20,0,0,20,0,10,0,10,670,380,"BP_PRE_1900",0.57,190,"BP_1919_1929",0.28,0.5
"E01003174","Lambeth 024C",100,0,0,10,50,600,20,0,1,0,40,0,20,840,600,"BP_1955_1964",0.71,100,"BP_PRE_1900",0.12,0.17
"E01003175","Lambeth 024D",40,0,90,30,10,140,140,0,0,210,10,0,1,670,210,"BP_1993_1999",0.31,140,"BP_1965_1972",0.21,0.67
"E01003176","Lambeth 016E",50,0,0,160,20,220,150,30,50,0,130,0,1,810,220,"BP_1955_1964",0.27,160,"BP_1930_1939",0.2,0.73
"E01003177","Lambeth 020D",560,30,0,0,60,10,0,0,1,0,50,20,20,740,560,"BP_PRE_1900",0.76,60,"BP_1945_1954",0.08,0.11
"E01003178","Lambeth 020E",640,10,0,1,0,10,0,0,0,0,0,0,20,690,640,"BP_PRE_1900",0.93,20,"BP_UNKNOWN",0.03,0.03
"E01003179","Lambeth 024E",60,0,0,280,280,30,0,0,0,0,0,10,10,670,280,"BP_1945_1954",0.42,280,"BP_1930_1939",0.42,1
"E01003180","Lambeth 005D",260,10,0,0,20,40,90,50,270,50,30,90,10,910,270,"BP_1983_1992",0.3,260,"BP_PRE_1900",0.29,0.96
"E01003181","Lambeth 007A",230,50,0,70,20,20,110,40,140,20,0,1,10,700,230,"BP_PRE_1900",0.33,140,"BP_1983_1992",0.2,0.61
"E01003182","Lambeth 009D",470,60,1,40,0,10,1,100,20,0,10,30,10,750,470,"BP_PRE_1900",0.63,100,"BP_1973_1982",0.13,0.21
"E01003183","Lambeth 005E",310,1,40,1,0,20,90,40,150,10,10,0,10,680,310,"BP_PRE_1900",0.46,150,"BP_1983_1992",0.22,0.48
"E01003184","Lambeth 007B",20,0,1,370,0,20,190,0,0,0,0,0,0,600,370,"BP_1930_1939",0.62,190,"BP_1965_1972",0.32,0.51
"E01003185","Lambeth 007C",480,10,40,1,1,240,10,0,10,0,1,0,10,800,480,"BP_PRE_1900",0.6,240,"BP_1955_1964",0.3,0.5
"E01003186","Lambeth 007D",480,50,50,10,20,20,10,0,70,40,70,300,10,1120,480,"BP_PRE_1900",0.43,300,"BP_2010_2015",0.27,0.63
"E01003187","Lambeth 007E",20,0,0,30,0,0,0,390,80,80,1,340,50,990,390,"BP_1973_1982",0.39,340,"BP_2010_2015",0.34,0.87
"E01003188","Lambeth 009E",90,80,10,0,0,10,0,320,0,30,10,0,10,540,320,"BP_1973_1982",0.59,90,"BP_PRE_1900",0.17,0.28
"E01003189","Lewisham 034A",0,0,630,0,0,0,1,30,0,0,0,0,0,670,630,"BP_1919_1929",0.94,30,"BP_1973_1982",0.04,0.05
"E01003190","Lewisham 034B",60,1,0,130,50,30,240,1,100,110,60,20,20,830,240,"BP_1965_1972",0.29,130,"BP_1930_1939",0.16,0.54
"E01003191","Lewisham 034C",0,0,160,270,10,10,60,0,30,1,10,40,130,730,270,"BP_1930_1939",0.37,160,"BP_1919_1929",0.22,0.59
"E01003192","Lewisham 034D",10,0,70,530,80,10,0,0,60,0,1,0,1,750,530,"BP_1930_1939",0.71,80,"BP_1945_1954",0.11,0.15
"E01003193","Lewisham 029A",50,10,10,270,10,50,1,220,40,1,1,10,50,700,270,"BP_1930_1939",0.39,220,"BP_1973_1982",0.31,0.81
"E01003194","Lewisham 029B",140,1,270,20,30,30,80,40,1,80,10,10,20,740,270,"BP_1919_1929",0.36,140,"BP_PRE_1900",0.19,0.52
"E01003195","Lewisham 029C",130,150,40,220,20,0,30,50,0,0,1,0,10,650,220,"BP_1930_1939",0.34,150,"BP_1900_1918",0.23,0.68
"E01003196","Lewisham 029D",1,0,600,0,1,0,0,20,0,0,20,1,10,650,600,"BP_1919_1929",0.92,20,"BP_2000_2009",0.03,0.03
"E01003197","Lewisham 029E",0,0,600,0,0,0,0,30,0,20,0,0,0,650,600,"BP_1919_1929",0.92,30,"BP_1973_1982",0.05,0.05
"E01003198","Lewisham 009A",270,0,1,30,220,40,10,90,0,10,0,1,10,680,270,"BP_PRE_1900",0.4,220,"BP_1945_1954",0.32,0.81
"E01003199","Lewisham 007A",160,30,20,40,120,80,90,40,130,40,30,10,20,810,160,"BP_PRE_1900",0.2,130,"BP_1983_1992",0.16,0.81
"E01003200","Lewisham 009B",360,30,1,0,110,120,50,1,20,0,20,30,50,790,360,"BP_PRE_1900",0.46,120,"BP_1955_1964",0.15,0.33
"E01003201","Lewisham 007B",400,30,1,10,70,10,40,0,30,10,0,0,90,700,400,"BP_PRE_1900",0.57,90,"BP_UNKNOWN",0.13,0.23
"E01003202","Lewisham 009C",180,10,0,60,50,100,280,60,0,30,0,0,30,800,280,"BP_1965_1972",0.35,180,"BP_PRE_1900",0.23,0.64
"E01003203","Lewisham 009D",200,60,1,50,10,200,160,10,180,1,50,10,90,1010,200,"BP_1955_1964",0.2,200,"BP_PRE_1900",0.2,1
"E01003204","Lewisham 007C",170,30,0,70,180,30,40,60,1,0,10,80,20,700,180,"BP_1945_1954",0.26,170,"BP_PRE_1900",0.24,0.94
"E01003205","Lewisham 007D",10,0,30,0,30,30,190,1,80,0,0,200,40,610,200,"BP_2010_2015",0.33,190,"BP_1965_1972",0.31,0.95
"E01003206","Lewisham 007E",330,40,0,1,10,140,80,0,40,20,1,1,20,680,330,"BP_PRE_1900",0.49,140,"BP_1955_1964",0.21,0.42
"E01003207","Lewisham 005A",40,1,1,0,150,10,180,140,1,1,60,190,270,1040,270,"BP_UNKNOWN",0.26,190,"BP_2010_2015",0.18,0.7
"E01003209","Lewisham 005B",320,50,20,0,70,40,0,150,50,0,30,0,30,760,320,"BP_PRE_1900",0.42,150,"BP_1973_1982",0.2,0.47
"E01003210","Lewisham 005C",520,40,0,30,0,0,10,20,20,10,40,10,120,800,520,"BP_PRE_1900",0.65,120,"BP_UNKNOWN",0.15,0.23
"E01003211","Lewisham 008B",450,100,0,0,0,30,40,10,50,50,10,10,40,790,450,"BP_PRE_1900",0.57,100,"BP_1900_1918",0.13,0.22
"E01003212","Lewisham 005D",410,50,1,230,30,0,30,0,1,1,30,10,90,880,410,"BP_PRE_1900",0.47,230,"BP_1930_1939",0.26,0.56
"E01003213","Lewisham 008C",570,50,1,10,0,110,0,20,30,10,1,10,60,860,570,"BP_PRE_1900",0.66,110,"BP_1955_1964",0.13,0.19
"E01003214","Lewisham 008D",400,10,10,0,30,240,10,0,0,0,30,10,20,760,400,"BP_PRE_1900",0.53,240,"BP_1955_1964",0.32,0.6
"E01003215","Lewisham 005E",440,100,0,0,0,10,0,0,20,10,50,20,60,690,440,"BP_PRE_1900",0.64,100,"BP_1900_1918",0.14,0.23
"E01003216","Lewisham 025A",70,520,1,1,1,1,0,20,0,10,20,0,20,670,520,"BP_1900_1918",0.78,70,"BP_PRE_1900",0.1,0.13
"E01003217","Lewisham 022A",540,120,1,0,0,0,0,0,0,0,0,1,1,670,540,"BP_PRE_1900",0.81,120,"BP_1900_1918",0.18,0.22
"E01003218","Lewisham 022B",250,290,0,0,0,0,0,0,0,0,0,1,1,550,290,"BP_1900_1918",0.53,250,"BP_PRE_1900",0.45,0.86
"E01003219","Lewisham 025B",100,290,90,100,0,0,0,0,30,20,1,0,20,640,290,"BP_1900_1918",0.45,100,"BP_1930_1939",0.16,0.34
"E01003220","Lewisham 022C",530,60,0,10,1,0,10,0,1,0,1,10,10,630,530,"BP_PRE_1900",0.84,60,"BP_1900_1918",0.1,0.11
"E01003221","Lewisham 025C",230,330,1,80,1,20,10,1,10,30,50,40,20,810,330,"BP_1900_1918",0.41,230,"BP_PRE_1900",0.28,0.7
"E01003222","Lewisham 022D",590,30,0,0,0,0,0,0,0,0,1,1,10,630,590,"BP_PRE_1900",0.94,30,"BP_1900_1918",0.05,0.05
"E01003223","Lewisham 025D",20,110,100,360,0,20,0,0,10,0,1,1,10,630,360,"BP_1930_1939",0.57,110,"BP_1900_1918",0.17,0.31
"E01003224","Lewisham 022E",590,40,0,0,10,0,0,0,0,0,1,10,1,640,590,"BP_PRE_1900",0.92,40,"BP_1900_1918",0.06,0.07
"E01003225","Lewisham 015A",260,100,100,110,10,1,0,0,0,20,1,10,1,600,260,"BP_PRE_1900",0.43,110,"BP_1930_1939",0.18,0.42
"E01003226","Lewisham 019A",180,280,60,140,1,10,10,0,0,1,10,20,20,730,280,"BP_1900_1918",0.38,180,"BP_PRE_1900",0.25,0.64
"E01003227","Lewisham 019B",350,40,30,70,10,20,50,40,60,10,10,10,10,690,350,"BP_PRE_1900",0.51,70,"BP_1930_1939",0.1,0.2
"E01003228","Lewisham 019C",520,120,0,10,10,10,20,1,0,0,1,10,10,700,520,"BP_PRE_1900",0.74,120,"BP_1900_1918",0.17,0.23
"E01003229","Lewisham 019D",250,10,0,1,220,30,10,90,10,10,50,10,90,790,250,"BP_PRE_1900",0.32,220,"BP_1945_1954",0.28,0.88
"E01003230","Lewisham 019E",350,10,70,30,60,30,20,160,50,20,30,20,50,880,350,"BP_PRE_1900",0.4,160,"BP_1973_1982",0.18,0.46
"E01003231","Lewisham 015B",380,120,10,1,20,60,0,10,0,60,10,0,20,680,380,"BP_PRE_1900",0.56,120,"BP_1900_1918",0.18,0.32
"E01003232","Lewisham 015C",150,70,120,220,30,0,0,0,0,30,1,1,10,630,220,"BP_1930_1939",0.35,150,"BP_PRE_1900",0.24,0.68
"E01003233","Lewisham 015D",360,80,0,160,10,40,0,1,1,0,10,1,10,660,360,"BP_PRE_1900",0.55,160,"BP_1930_1939",0.24,0.44
"E01003235","Lewisham 038A",1,30,190,50,100,30,30,110,10,0,20,1,10,570,190,"BP_1919_1929",0.33,110,"BP_1973_1982",0.19,0.58
"E01003236","Lewisham 037A",10,1,650,0,1,10,0,0,0,0,20,10,1,700,650,"BP_1919_1929",0.93,20,"BP_2000_2009",0.03,0.03
"E01003237","Lewisham 037B",1,0,580,0,0,1,0,0,0,10,20,0,1,620,580,"BP_1919_1929",0.94,20,"BP_2000_2009",0.03,0.03
"E01003238","Lewisham 037C",1,0,500,40,0,0,0,0,0,60,1,0,1,600,500,"BP_1919_1929",0.83,60,"BP_1993_1999",0.1,0.12
"E01003239","Lewisham 037D",0,0,550,0,0,0,0,0,0,10,10,0,1,570,550,"BP_1919_1929",0.96,10,"BP_2000_2009",0.02,0.02
"E01003240","Lewisham 038B",0,0,650,20,0,1,0,0,0,0,80,0,0,750,650,"BP_1919_1929",0.87,80,"BP_2000_2009",0.11,0.12
"E01003241","Lewisham 038C",0,30,30,260,80,60,80,0,160,0,10,1,1,700,260,"BP_1930_1939",0.37,160,"BP_1983_1992",0.23,0.62
"E01003243","Lewisham 038D",30,1,230,150,130,0,0,0,10,1,50,10,1,610,230,"BP_1919_1929",0.38,150,"BP_1930_1939",0.25,0.65
"E01003244","Lewisham 001A",0,0,0,0,0,0,580,0,0,20,20,0,10,630,580,"BP_1965_1972",0.92,20,"BP_2000_2009",0.03,0.03
"E01003245","Lewisham 001B",1,0,1,0,0,1,50,0,0,1,490,90,10,660,490,"BP_2000_2009",0.74,90,"BP_2010_2015",0.14,0.18
"E01003246","Lewisham 002A",180,80,0,20,0,30,20,20,0,100,90,130,30,700,180,"BP_PRE_1900",0.26,130,"BP_2010_2015",0.19,0.72
"E01003247","Lewisham 001C",260,80,0,0,0,1,0,0,260,10,20,220,70,930,260,"BP_1983_1992",0.28,260,"BP_PRE_1900",0.28,1
"E01003248","Lewisham 002B",70,20,0,0,0,250,0,0,0,250,110,0,10,720,250,"BP_1993_1999",0.35,250,"BP_1955_1964",0.35,1
"E01003249","Lewisham 001D",90,0,0,0,0,0,70,20,200,20,450,0,70,900,450,"BP_2000_2009",0.5,200,"BP_1983_1992",0.22,0.44
"E01003250","Lewisham 001E",10,0,0,100,0,1,260,140,30,40,170,260,20,1030,260,"BP_2010_2015",0.25,260,"BP_1965_1972",0.25,1
"E01003251","Lewisham 002C",0,0,0,0,80,190,260,10,0,30,80,0,10,670,260,"BP_1965_1972",0.39,190,"BP_1955_1964",0.28,0.73
"E01003252","Lewisham 002D",1,0,0,0,0,60,480,0,0,30,10,20,30,640,480,"BP_1965_1972",0.75,60,"BP_1955_1964",0.09,0.13
"E01003253","Lewisham 002E",90,20,70,0,0,40,180,30,110,20,40,1,70,670,180,"BP_1965_1972",0.27,110,"BP_1983_1992",0.16,0.61
"E01003254","Lewisham 021A",90,20,10,210,20,110,70,10,20,1,10,10,50,620,210,"BP_1930_1939",0.34,110,"BP_1955_1964",0.18,0.52
"E01003255","Lewisham 021B",490,50,1,80,20,20,80,40,50,10,110,60,50,1060,490,"BP_PRE_1900",0.46,110,"BP_2000_2009",0.1,0.22
"E01003256","Lewisham 028A",230,30,60,90,20,230,100,30,20,0,150,10,20,980,230,"BP_1955_1964",0.23,230,"BP_PRE_1900",0.23,1
"E01003257","Lewisham 028B",10,20,10,100,110,320,1,150,0,10,0,10,10,740,320,"BP_1955_1964",0.43,150,"BP_1973_1982",0.2,0.47
"E01003258","Lewisham 028C",30,0,0,1,0,100,380,110,0,0,10,0,1,630,380,"BP_1965_1972",0.6,110,"BP_1973_1982",0.17,0.29
"E01003259","Lewisham 028D",310,20,20,40,60,100,50,50,10,10,40,10,60,780,310,"BP_PRE_1900",0.4,100,"BP_1955_1964",0.13,0.32
"E01003260","Lewisham 021C",150,10,50,150,1,70,140,10,20,0,30,10,20,650,150,"BP_1930_1939",0.23,150,"BP_PRE_1900",0.23,1
"E01003261","Lewisham 021D",270,10,60,60,20,40,100,30,10,1,10,0,20,620,270,"BP_PRE_1900",0.44,100,"BP_1965_1972",0.16,0.37
"E01003262","Lewisham 021E",340,40,10,40,40,20,140,10,10,0,0,0,10,640,340,"BP_PRE_1900",0.53,140,"BP_1965_1972",0.22,0.41
"E01003263","Lewisham 023A",20,30,50,70,40,190,50,190,40,30,1,10,40,760,190,"BP_1973_1982",0.25,190,"BP_1955_1964",0.25,1
"E01003264","Lewisham 031A",50,50,50,150,30,50,100,10,30,240,20,1,10,770,240,"BP_1993_1999",0.31,150,"BP_1930_1939",0.19,0.63
"E01003265","Lewisham 031B",40,30,200,90,180,1,0,40,0,70,20,20,30,710,200,"BP_1919_1929",0.28,180,"BP_1945_1954",0.25,0.9
"E01003266","Lewisham 031C",0,0,30,60,10,70,330,260,1,0,10,0,0,770,330,"BP_1965_1972",0.43,260,"BP_1973_1982",0.34,0.79
"E01003267","Lewisham 031D",0,0,210,140,220,0,0,20,1,0,1,0,1,600,220,"BP_1945_1954",0.37,210,"BP_1919_1929",0.35,0.95
"E01003268","Lewisham 023B",280,50,90,120,20,50,50,10,10,1,10,80,30,780,280,"BP_PRE_1900",0.36,120,"BP_1930_1939",0.15,0.43
"E01003269","Lewisham 023C",20,1,60,160,60,40,20,170,80,10,10,0,20,660,170,"BP_1973_1982",0.26,160,"BP_1930_1939",0.24,0.94
"E01003270","Lewisham 023D",10,1,180,240,1,0,60,20,140,0,10,1,1,680,240,"BP_1930_1939",0.35,180,"BP_1919_1929",0.26,0.75
"E01003271","Lewisham 023E",10,90,140,260,50,1,1,1,1,0,30,1,60,650,260,"BP_1930_1939",0.4,140,"BP_1919_1929",0.22,0.54
"E01003272","Lewisham 014A",550,70,0,0,30,60,1,0,10,20,10,10,50,810,550,"BP_PRE_1900",0.68,70,"BP_1900_1918",0.09,0.13
"E01003273","Lewisham 011A",230,60,140,70,1,80,0,0,1,10,0,10,10,600,230,"BP_PRE_1900",0.38,140,"BP_1919_1929",0.23,0.61
"E01003274","Lewisham 014B",390,160,1,30,40,1,1,0,10,10,20,1,30,710,390,"BP_PRE_1900",0.55,160,"BP_1900_1918",0.23,0.41
"E01003275","Lewisham 014C",10,100,0,70,10,150,0,130,0,140,20,0,30,640,150,"BP_1955_1964",0.23,140,"BP_1993_1999",0.22,0.93
"E01003276","Lewisham 014D",190,170,20,150,60,50,0,10,20,0,1,0,30,690,190,"BP_PRE_1900",0.28,170,"BP_1900_1918",0.25,0.89
"E01003277","Lewisham 011B",580,130,10,1,0,20,0,0,1,0,1,1,50,790,580,"BP_PRE_1900",0.73,130,"BP_1900_1918",0.16,0.22
"E01003278","Lewisham 011C",490,90,20,10,50,60,0,10,30,10,20,40,30,860,490,"BP_PRE_1900",0.57,90,"BP_1900_1918",0.1,0.18
"E01003279","Lewisham 011D",450,10,50,60,20,30,1,0,0,0,1,1,30,650,450,"BP_PRE_1900",0.69,60,"BP_1930_1939",0.09,0.13
"E01003280","Lewisham 016A",0,1,0,220,10,10,1,260,120,0,10,0,0,640,260,"BP_1973_1982",0.41,220,"BP_1930_1939",0.34,0.85
"E01003281","Lewisham 016B",50,80,210,180,0,10,20,30,0,10,20,10,10,610,210,"BP_1919_1929",0.34,180,"BP_1930_1939",0.3,0.86
"E01003282","Lewisham 013A",740,1,0,30,10,40,10,90,10,0,70,20,30,1050,740,"BP_PRE_1900",0.7,90,"BP_1973_1982",0.09,0.12
"E01003283","Lewisham 013B",430,280,0,40,20,0,20,0,30,0,20,10,30,880,430,"BP_PRE_1900",0.49,280,"BP_1900_1918",0.32,0.65
"E01003284","Lewisham 013C",400,140,1,0,10,10,20,110,0,10,20,50,20,800,400,"BP_PRE_1900",0.5,140,"BP_1900_1918",0.18,0.35
"E01003285","Lewisham 016C",130,1,10,110,10,160,210,40,10,30,40,1,20,770,210,"BP_1965_1972",0.27,160,"BP_1955_1964",0.21,0.76
"E01003286","Lewisham 013D",70,30,10,20,50,180,110,180,110,0,30,1,1,790,180,"BP_1973_1982",0.23,180,"BP_1955_1964",0.23,1
"E01003287","Lewisham 016D",480,200,20,10,40,20,20,0,1,0,1,0,10,790,480,"BP_PRE_1900",0.61,200,"BP_1900_1918",0.25,0.42
"E01003288","Lewisham 012A",200,1,0,10,10,50,240,200,50,1,40,60,70,930,240,"BP_1965_1972",0.26,200,"BP_1973_1982",0.22,0.83
"E01003290","Lewisham 012C",480,1,0,1,0,70,20,20,50,0,20,90,90,850,480,"BP_PRE_1900",0.56,90,"BP_UNKNOWN",0.11,0.19
"E01003291","Lewisham 012D",100,0,80,1,50,330,30,40,20,40,10,10,10,710,330,"BP_1955_1964",0.46,100,"BP_PRE_1900",0.14,0.3
"E01003292","Lewisham 017A",450,30,1,40,10,10,50,10,1,80,10,30,20,730,450,"BP_PRE_1900",0.62,80,"BP_1993_1999",0.11,0.18
"E01003293","Lewisham 017B",550,70,0,0,10,0,1,1,10,0,10,10,40,700,550,"BP_PRE_1900",0.79,70,"BP_1900_1918",0.1,0.13
"E01003295","Lewisham 017D",510,70,10,1,10,30,0,0,0,10,10,40,30,720,510,"BP_PRE_1900",0.71,70,"BP_1900_1918",0.1,0.14
"E01003296","Lewisham 012E",140,0,1,0,0,70,60,0,10,240,530,590,170,1800,590,"BP_2010_2015",0.33,530,"BP_2000_2009",0.29,0.9
"E01003297","Lewisham 003A",1,0,0,0,0,0,0,120,450,220,1,10,1,810,450,"BP_1983_1992",0.56,220,"BP_1993_1999",0.27,0.49
"E01003298","Lewisham 039A",0,0,0,0,50,0,180,90,30,100,0,0,50,510,180,"BP_1965_1972",0.35,100,"BP_1993_1999",0.2,0.56
"E01003299","Lewisham 003B",400,140,0,1,1,0,0,0,1,0,40,1,50,630,400,"BP_PRE_1900",0.63,140,"BP_1900_1918",0.22,0.35
"E01003300","Lewisham 039B",50,10,0,0,40,0,150,220,70,60,10,0,20,620,220,"BP_1973_1982",0.35,150,"BP_1965_1972",0.24,0.68
"E01003301","Lewisham 003C",130,10,0,0,0,0,0,140,180,130,180,0,40,800,180,"BP_2000_2009",0.23,180,"BP_1983_1992",0.23,1
"E01003302","Lewisham 003D",40,0,0,0,0,20,0,340,220,40,40,80,60,840,340,"BP_1973_1982",0.4,220,"BP_1983_1992",0.26,0.65
"E01003303","Lewisham 039C",80,20,0,0,100,30,0,190,10,60,60,90,100,730,190,"BP_1973_1982",0.26,100,"BP_UNKNOWN",0.14,0.53
"E01003304","Lewisham 039D",80,0,0,0,70,30,80,190,100,160,80,80,90,940,190,"BP_1973_1982",0.2,160,"BP_1993_1999",0.17,0.84
"E01003305","Lewisham 003E",270,80,0,1,1,0,110,0,0,10,20,70,40,590,270,"BP_PRE_1900",0.46,110,"BP_1965_1972",0.19,0.41
"E01003307","Lewisham 024A",310,10,50,140,40,30,1,20,1,10,30,0,20,650,310,"BP_PRE_1900",0.48,140,"BP_1930_1939",0.22,0.45
"E01003308","Lewisham 024B",530,40,10,10,20,20,50,1,0,0,40,1,30,740,530,"BP_PRE_1900",0.72,50,"BP_1965_1972",0.07,0.09
"E01003309","Lewisham 027A",60,1,0,10,110,160,250,30,0,10,10,0,10,660,250,"BP_1965_1972",0.38,160,"BP_1955_1964",0.24,0.64
"E01003310","Lewisham 027B",170,10,0,50,100,70,40,100,50,0,70,50,30,730,170,"BP_PRE_1900",0.23,100,"BP_1973_1982",0.14,0.59
"E01003311","Lewisham 027C",300,1,20,180,1,50,40,1,0,1,1,0,0,600,300,"BP_PRE_1900",0.5,180,"BP_1930_1939",0.3,0.6
"E01003312","Lewisham 027D",300,80,50,130,20,30,30,1,130,20,1,0,10,810,300,"BP_PRE_1900",0.37,130,"BP_1983_1992",0.16,0.43
"E01003313","Lewisham 027E",90,10,10,1,50,320,90,1,110,10,10,10,1,700,320,"BP_1955_1964",0.46,110,"BP_1983_1992",0.16,0.34
"E01003314","Lewisham 024C",530,30,20,1,20,40,10,10,10,0,20,1,20,690,530,"BP_PRE_1900",0.77,40,"BP_1955_1964",0.06,0.08
"E01003315","Lewisham 024D",390,10,0,10,0,30,20,80,0,10,30,20,30,630,390,"BP_PRE_1900",0.62,80,"BP_1973_1982",0.13,0.21
"E01003316","Lewisham 024E",440,20,60,40,10,0,10,1,1,1,20,1,20,620,440,"BP_PRE_1900",0.71,60,"BP_1919_1929",0.1,0.14
"E01003317","Lewisham 020A",260,30,80,150,20,60,70,30,0,0,30,10,20,740,260,"BP_PRE_1900",0.35,150,"BP_1930_1939",0.2,0.58
"E01003318","Lewisham 020B",410,70,50,0,1,90,1,80,20,1,50,30,40,840,410,"BP_PRE_1900",0.49,90,"BP_1955_1964",0.11,0.22
"E01003319","Lewisham 018A",350,140,0,0,20,30,0,0,10,0,100,90,50,780,350,"BP_PRE_1900",0.45,140,"BP_1900_1918",0.18,0.4
"E01003320","Lewisham 018B",250,170,1,10,10,50,20,30,0,140,1,0,20,710,250,"BP_PRE_1900",0.35,170,"BP_1900_1918",0.24,0.68
"E01003321","Lewisham 020C",720,10,0,10,10,10,10,1,1,0,20,10,20,820,720,"BP_PRE_1900",0.88,20,"BP_UNKNOWN",0.02,0.03
"E01003322","Lewisham 020D",400,180,1,0,1,0,10,1,0,0,1,20,20,630,400,"BP_PRE_1900",0.63,180,"BP_1900_1918",0.29,0.45
"E01003323","Lewisham 018C",450,60,20,0,20,0,0,0,40,1,10,20,10,630,450,"BP_PRE_1900",0.71,60,"BP_1900_1918",0.1,0.13
"E01003324","Lewisham 020E",310,20,0,0,0,20,0,280,40,0,1,50,10,730,310,"BP_PRE_1900",0.42,280,"BP_1973_1982",0.38,0.9
"E01003325","Lewisham 018D",530,120,10,0,10,0,40,0,10,0,20,40,30,790,530,"BP_PRE_1900",0.67,120,"BP_1900_1918",0.15,0.23
"E01003326","Lewisham 035A",360,10,10,20,90,70,20,20,40,0,10,20,50,700,360,"BP_PRE_1900",0.51,90,"BP_1945_1954",0.13,0.25
"E01003327","Lewisham 035B",280,270,20,1,20,10,10,20,30,10,30,20,20,730,280,"BP_PRE_1900",0.38,270,"BP_1900_1918",0.37,0.96
"E01003328","Lewisham 035C",340,10,10,40,30,70,70,100,90,30,30,0,70,880,340,"BP_PRE_1900",0.39,100,"BP_1973_1982",0.11,0.29
"E01003329","Lewisham 033A",210,50,1,190,0,60,50,60,10,10,10,20,20,690,210,"BP_PRE_1900",0.3,190,"BP_1930_1939",0.28,0.9
